,obs_start_dt,release_dt,value
278,1995-03-01,2007-12-14,76.5856
279,1995-04-01,2007-12-14,76.4805
280,1995-05-01,2007-12-14,76.5016
281,1995-06-01,2007-12-14,76.8082
282,1995-07-01,2007-12-14,76.3544
283,1995-08-01,2007-12-14,77.3097
284,1995-09-01,2007-12-14,78.0567
285,1995-10-01,2007-12-14,77.9847
286,1995-11-01,2007-12-14,78.1
287,1995-12-01,2007-12-14,78.4024
288,1996-01-01,2007-12-14,77.6929
289,1996-02-01,2007-12-14,78.9049
290,1996-03-01,2007-12-14,78.6724
291,1996-04-01,2007-12-14,79.5866
292,1996-05-01,2007-12-14,80.1623
293,1996-06-01,2007-12-14,81.0545
294,1996-07-01,2007-12-14,81.2816
295,1996-08-01,2007-12-14,81.7908
296,1996-09-01,2007-12-14,82.3528
297,1996-10-01,2007-12-14,82.3411
298,1996-11-01,2007-12-14,83.0962
299,1996-12-01,2007-12-14,83.8605
300,1997-01-01,2007-12-14,83.9386
301,1997-02-01,2007-12-14,85.0966
302,1997-03-01,2007-12-14,86.1119
303,1997-04-01,2007-12-14,85.7796
304,1997-05-01,2007-12-14,86.4615
305,1997-06-01,2007-12-14,86.9728
306,1997-07-01,2007-12-14,87.2844
307,1997-08-01,2007-12-14,88.6726
308,1997-09-01,2007-12-14,89.4698
309,1997-10-01,2007-12-14,90.1325
310,1997-11-01,2007-12-14,91.273
311,1997-12-01,2007-12-14,91.8026
312,1998-01-01,2007-12-14,92.598
313,1998-02-01,2007-12-14,92.596
314,1998-03-01,2007-12-14,92.3817
315,1998-04-01,2007-12-14,92.978
316,1998-05-01,2007-12-14,93.4553
317,1998-06-01,2007-12-14,92.8475
318,1998-07-01,2007-12-14,92.4124
319,1998-08-01,2007-12-14,94.9061
320,1998-09-01,2007-12-14,94.654
321,1998-10-01,2007-12-14,95.5102
322,1998-11-01,2007-12-14,95.6164
323,1998-12-01,2007-12-14,96.1742
324,1999-01-01,2007-12-14,96.592
325,1999-02-01,2007-12-14,97.4528
326,1999-03-01,2007-12-14,97.3342
327,1999-04-01,2007-12-14,97.7118
328,1999-05-01,2007-12-14,98.6636
329,1999-06-01,2007-12-14,98.4215
330,1999-07-01,2007-12-14,98.9558
331,1999-08-01,2007-12-14,99.5832
332,1999-09-01,2007-12-14,99.2121
333,1999-10-01,2007-12-14,100.808
334,1999-11-01,2007-12-14,101.5626
335,1999-12-01,2007-12-14,102.4154
336,2000-01-01,2007-12-14,102.6453
337,2000-02-01,2007-12-14,103.034
338,2000-03-01,2007-12-14,103.7685
339,2000-04-01,2007-12-14,104.5574
340,2000-05-01,2007-12-14,104.6515
341,2000-06-01,2007-12-14,104.8578
342,2000-07-01,2007-12-14,104.7334
343,2000-08-01,2007-12-14,104.1551
344,2000-09-01,2007-12-14,104.6728
345,2000-10-01,2007-12-14,104.2402
346,2000-11-01,2007-12-14,103.8462
347,2000-12-01,2007-12-14,103.1605
348,2001-01-01,2007-12-14,102.5699
349,2001-02-01,2007-12-14,102.0819
350,2001-03-01,2007-12-14,101.6519
351,2001-04-01,2007-12-14,101.2924
352,2001-05-01,2007-12-14,100.5362
353,2001-06-01,2007-12-14,99.8852
354,2001-07-01,2007-12-14,99.4418
355,2001-08-01,2007-12-14,98.7524
356,2001-09-01,2007-12-14,98.4261
357,2001-10-01,2007-12-14,97.7373
358,2001-11-01,2007-12-14,97.5138
359,2001-12-01,2007-12-14,97.6983
360,2002-01-01,2007-12-14,98.1325
361,2002-02-01,2007-12-14,98.2565
362,2002-03-01,2007-12-14,99.0539
363,2002-04-01,2007-12-14,99.2831
364,2002-05-01,2007-12-14,99.8673
365,2002-06-01,2007-12-14,101.0209
366,2002-07-01,2007-12-14,100.5373
367,2002-08-01,2007-12-14,100.9357
368,2002-09-01,2007-12-14,100.9751
369,2002-10-01,2007-12-14,100.4555
370,2002-11-01,2007-12-14,100.9585
371,2002-12-01,2007-12-14,100.5236
372,2003-01-01,2007-12-14,101.0338
373,2003-02-01,2007-12-14,101.0429
374,2003-03-01,2007-12-14,101.2481
375,2003-04-01,2007-12-14,100.4811
376,2003-05-01,2007-12-14,100.4125
377,2003-06-01,2007-12-14,100.9162
378,2003-07-01,2007-12-14,101.1137
379,2003-08-01,2007-12-14,100.926
380,2003-09-01,2007-12-14,101.7671
381,2003-10-01,2007-12-14,101.5934
382,2003-11-01,2007-12-14,102.5976
383,2003-12-01,2007-12-14,102.522
384,2004-01-01,2007-12-14,102.5854
385,2004-02-01,2007-12-14,103.2286
386,2004-03-01,2007-12-14,103.119
387,2004-04-01,2007-12-14,103.714
388,2004-05-01,2007-12-14,104.2974
389,2004-06-01,2007-12-14,103.6417
390,2004-07-01,2007-12-14,104.4774
391,2004-08-01,2007-12-14,105.028
392,2004-09-01,2007-12-14,104.8313
393,2004-10-01,2007-12-14,105.6252
394,2004-11-01,2007-12-14,105.6225
395,2004-12-01,2007-12-14,106.1945
396,2005-01-01,2007-12-14,106.6925
397,2005-02-01,2007-12-14,107.4049
398,2005-03-01,2007-12-14,107.1613
399,2005-04-01,2007-12-14,107.4095
400,2005-05-01,2007-12-14,108.0171
401,2005-06-01,2007-12-14,108.4822
402,2005-07-01,2007-12-14,108.6262
403,2005-08-01,2007-12-14,109.0229
404,2005-09-01,2007-12-14,108.0412
405,2005-10-01,2007-12-14,109.7383
406,2005-11-01,2007-12-14,110.8724
407,2005-12-01,2007-12-14,111.3651
408,2006-01-01,2007-12-14,112.2558
409,2006-02-01,2007-12-14,112.0493
410,2006-03-01,2007-12-14,112.5613
411,2006-04-01,2007-12-14,113.6589
412,2006-05-01,2007-12-14,113.4542
413,2006-06-01,2007-12-14,114.4758
414,2006-07-01,2007-12-14,114.9064
415,2006-08-01,2007-12-14,115.3983
416,2006-09-01,2007-12-14,115.3415
417,2006-10-01,2007-12-14,114.2717
418,2006-11-01,2007-12-14,114.0956
419,2006-12-01,2007-12-14,115.4099
420,2007-01-01,2007-12-14,114.6532
421,2007-02-01,2007-12-14,114.5703
422,2007-03-01,2007-12-14,115.3842
423,2007-04-01,2007-12-14,115.7881
424,2007-05-01,2007-12-14,115.9259
425,2007-06-01,2007-12-14,116.6536
426,2007-07-01,2007-12-14,117.6773
427,2007-08-01,2007-12-14,116.9574
428,2007-09-01,2007-12-14,117.1223
429,2007-10-01,2007-12-14,116.4416
430,2007-11-01,2007-12-14,116.9743
431,2007-12-01,2008-01-16,116.7661
432,2008-01-01,2008-02-15,117.0418
433,2008-02-01,2008-03-17,116.6149
434,2008-03-01,2008-04-16,114.7323
435,2008-04-01,2008-05-15,113.4963
436,2008-05-01,2008-06-17,113.6729
437,2008-06-01,2008-07-16,113.8905
438,2008-07-01,2008-08-15,114.3165
439,2008-08-01,2008-09-15,112.8569
440,2008-09-01,2008-10-16,109.7169
441,2008-10-01,2008-11-17,108.843
442,2008-11-01,2008-12-15,106.6588
443,2008-12-01,2009-01-16,103.6341
444,2009-01-01,2009-02-18,100.2676
445,2009-02-01,2009-03-16,99.4204
446,2009-03-01,2009-04-15,96.8946
447,2009-04-01,2009-05-15,96.7777
448,2009-05-01,2009-06-16,95.6478
449,2009-06-01,2009-07-15,94.9693
450,2009-07-01,2009-08-14,96.0152
451,2009-08-01,2009-09-16,97.6138
452,2009-09-01,2009-10-16,99.023
453,2009-10-01,2009-11-17,99.1108
454,2009-11-01,2009-12-15,100.0691
455,2009-12-01,2010-01-15,100.1808
456,2010-01-01,2010-02-17,100.9264
457,2010-02-01,2010-03-15,100.6863
458,2010-03-01,2010-04-15,102.1908
459,2010-04-01,2010-05-14,103.2236
460,2010-05-01,2010-06-16,104.0616
461,2010-06-01,2010-07-15,90.361
462,2010-07-01,2010-08-17,91.3508
463,2010-08-01,2010-09-15,91.2504
464,2010-09-01,2010-10-18,91.4278
465,2010-10-01,2010-11-16,92.1719
466,2010-11-01,2010-12-15,92.4213
467,2010-12-01,2011-01-14,92.8929
468,2011-01-01,2011-02-16,93.5536
469,2011-02-01,2011-03-17,94.4988
470,2011-03-01,2011-04-15,91.7285
471,2011-04-01,2011-05-17,90.6535
472,2011-05-01,2011-06-15,90.8394
473,2011-06-01,2011-07-15,90.8313
474,2011-07-01,2011-08-16,91.644
475,2011-08-01,2011-09-15,91.8094
476,2011-09-01,2011-10-17,92.0975
477,2011-10-01,2011-11-16,92.4954
478,2011-11-01,2011-12-15,92.3864
479,2011-12-01,2012-01-18,93.1889
480,2012-01-01,2012-02-15,94.5476
481,2012-02-01,2012-03-16,95.1778
482,2012-03-01,2012-04-17,95.4576
483,2012-04-01,2012-05-16,95.6562
484,2012-05-01,2012-06-15,95.4516
485,2012-06-01,2012-07-17,95.8152
486,2012-07-01,2012-08-15,96.1976
487,2012-08-01,2012-09-14,95.3449
488,2012-09-01,2012-10-16,95.2537
489,2012-10-01,2012-11-16,94.3702
